timestamp,mac_id,project_name,resource_type,allocated_capacity,used_capacity,capacity_unit,utilization_pct
2025-02-25 00:00:00,mac-waste-scenario,Project Vega,cpu,12,2.17,cores,18.11
2025-02-25 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.57
2025-02-25 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.86,cores,15.52
2025-02-25 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.46,cores,12.17
2025-02-25 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.14,cores,17.86
2025-02-25 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.23,cores,18.61
2025-02-25 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.06
2025-02-25 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.56
2025-02-25 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.41,cores,11.76
2025-02-25 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.01,cores,16.77
2025-02-25 10:00:00,mac-waste-scenario,Project Vega,cpu,12,2.45,cores,20.4
2025-02-25 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.97,cores,16.43
2025-02-25 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.1,cores,17.53
2025-02-25 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.08
2025-02-25 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,13.03
2025-02-25 15:00:00,mac-waste-scenario,Project Vega,cpu,12,2.12,cores,17.67
2025-02-25 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.53
2025-02-25 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.58
2025-02-25 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.56
2025-02-25 19:00:00,mac-waste-scenario,Project Vega,cpu,12,2.01,cores,16.77
2025-02-25 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.83
2025-02-25 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.77
2025-02-25 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.62,cores,13.48
2025-02-25 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.49,cores,12.42
2025-02-26 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.12
2025-02-26 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.58
2025-02-26 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.49,cores,12.38
2025-02-26 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.47
2025-02-26 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,14.02
2025-02-26 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.36,cores,11.29
2025-02-26 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.48,cores,12.31
2025-02-26 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.41,cores,11.73
2025-02-26 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.36
2025-02-26 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.82
2025-02-26 10:00:00,mac-waste-scenario,Project Vega,cpu,12,2.28,cores,19.01
2025-02-26 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.44,cores,12.0
2025-02-26 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.64
2025-02-26 13:00:00,mac-waste-scenario,Project Vega,cpu,12,2.02,cores,16.83
2025-02-26 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.57
2025-02-26 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.35
2025-02-26 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.21,cores,18.42
2025-02-26 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.32
2025-02-26 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.69
2025-02-26 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.48,cores,12.37
2025-02-26 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.88,cores,15.67
2025-02-26 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.61
2025-02-26 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.47,cores,12.26
2025-02-26 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,13.03
2025-02-27 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.07
2025-02-27 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.94,cores,16.15
2025-02-27 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.65,cores,13.71
2025-02-27 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.95,cores,16.24
2025-02-27 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.94,cores,16.14
2025-02-27 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.37,cores,11.43
2025-02-27 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.38
2025-02-27 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.83
2025-02-27 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.66,cores,13.85
2025-02-27 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.29,cores,10.72
2025-02-27 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.43
2025-02-27 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.5
2025-02-27 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.16
2025-02-27 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.27,cores,10.62
2025-02-27 14:00:00,mac-waste-scenario,Project Vega,cpu,12,2.43,cores,20.23
2025-02-27 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.53,cores,12.75
2025-02-27 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.91
2025-02-27 17:00:00,mac-waste-scenario,Project Vega,cpu,12,2.1,cores,17.47
2025-02-27 18:00:00,mac-waste-scenario,Project Vega,cpu,12,2.04,cores,16.97
2025-02-27 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.3
2025-02-27 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.68
2025-02-27 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.95,cores,16.25
2025-02-27 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.57
2025-02-27 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.19,cores,9.95
2025-02-28 00:00:00,mac-waste-scenario,Project Vega,cpu,12,2.48,cores,20.66
2025-02-28 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.97,cores,16.42
2025-02-28 02:00:00,mac-waste-scenario,Project Vega,cpu,12,2.24,cores,18.64
2025-02-28 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.18
2025-02-28 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.15,cores,17.94
2025-02-28 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.18
2025-02-28 06:00:00,mac-waste-scenario,Project Vega,cpu,12,2.17,cores,18.11
2025-02-28 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.96
2025-02-28 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.51,cores,12.6
2025-02-28 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.65
2025-02-28 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.27,cores,10.59
2025-02-28 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.6
2025-02-28 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.18
2025-02-28 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,13.02
2025-02-28 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.67
2025-02-28 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.78
2025-02-28 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.26,cores,18.86
2025-02-28 17:00:00,mac-waste-scenario,Project Vega,cpu,12,2.11,cores,17.6
2025-02-28 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.91
2025-02-28 19:00:00,mac-waste-scenario,Project Vega,cpu,12,2.09,cores,17.42
2025-02-28 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.61,cores,13.44
2025-02-28 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.33
2025-02-28 22:00:00,mac-waste-scenario,Project Vega,cpu,12,2.02,cores,16.82
2025-02-28 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.52
2025-03-01 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.44
2025-03-01 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.48,cores,12.36
2025-03-01 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.83,cores,15.23
2025-03-01 03:00:00,mac-waste-scenario,Project Vega,cpu,12,2.19,cores,18.27
2025-03-01 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.62,cores,13.5
2025-03-01 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.45
2025-03-01 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.21
2025-03-01 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.7
2025-03-01 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.53
2025-03-01 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.15,cores,17.91
2025-03-01 10:00:00,mac-waste-scenario,Project Vega,cpu,12,2.37,cores,19.72
2025-03-01 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.92,cores,15.97
2025-03-01 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.57
2025-03-01 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.97,cores,16.41
2025-03-01 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.33
2025-03-01 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.99,cores,16.6
2025-03-01 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.58
2025-03-01 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.56
2025-03-01 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.95,cores,16.21
2025-03-01 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.66,cores,13.84
2025-03-01 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.7,cores,14.19
2025-03-01 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.56
2025-03-01 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.12
2025-03-01 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.46,cores,12.16
2025-03-02 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.71
2025-03-02 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.57,cores,13.08
2025-03-02 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.2
2025-03-02 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.91,cores,15.91
2025-03-02 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.46,cores,12.16
2025-03-02 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.6,cores,13.37
2025-03-02 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.57,cores,13.11
2025-03-02 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.49
2025-03-02 08:00:00,mac-waste-scenario,Project Vega,cpu,12,2.21,cores,18.41
2025-03-02 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.7
2025-03-02 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.3
2025-03-02 11:00:00,mac-waste-scenario,Project Vega,cpu,12,2.15,cores,17.93
2025-03-02 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.44,cores,11.97
2025-03-02 13:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,18.0
2025-03-02 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.69
2025-03-02 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.13,cores,9.44
2025-03-02 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.44,cores,20.3
2025-03-02 17:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.16
2025-03-02 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.55,cores,12.94
2025-03-02 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.34
2025-03-02 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.57
2025-03-02 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.2
2025-03-02 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.44,cores,12.03
2025-03-02 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.64
2025-03-03 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.91,cores,15.94
2025-03-03 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.45
2025-03-03 02:00:00,mac-waste-scenario,Project Vega,cpu,12,2.09,cores,17.4
2025-03-03 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.16
2025-03-03 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.36,cores,19.7
2025-03-03 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.57
2025-03-03 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.86,cores,15.52
2025-03-03 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.34,cores,11.17
2025-03-03 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.49
2025-03-03 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.12,cores,17.66
2025-03-03 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.57,cores,13.11
2025-03-03 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.06
2025-03-03 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.88
2025-03-03 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.55,cores,12.91
2025-03-03 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.3
2025-03-03 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,13.97
2025-03-03 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,14.03
2025-03-03 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.51
2025-03-03 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.3
2025-03-03 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.66,cores,13.85
2025-03-03 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.19
2025-03-03 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.56
2025-03-03 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.78,cores,14.8
2025-03-03 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.05,cores,17.06
2025-03-04 00:00:00,mac-waste-scenario,Project Vega,cpu,12,2.44,cores,20.31
2025-03-04 01:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.69
2025-03-04 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.93
2025-03-04 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.66
2025-03-04 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.29
2025-03-04 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.19
2025-03-04 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,12.99
2025-03-04 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.21
2025-03-04 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.7,cores,14.15
2025-03-04 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.49
2025-03-04 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.7,cores,14.2
2025-03-04 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.61
2025-03-04 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.51,cores,12.56
2025-03-04 13:00:00,mac-waste-scenario,Project Vega,cpu,12,2.19,cores,18.29
2025-03-04 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.92,cores,16.01
2025-03-04 15:00:00,mac-waste-scenario,Project Vega,cpu,12,2.23,cores,18.58
2025-03-04 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.99,cores,16.59
2025-03-04 17:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,17.98
2025-03-04 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.74,cores,14.5
2025-03-04 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.97,cores,16.43
2025-03-04 20:00:00,mac-waste-scenario,Project Vega,cpu,12,2.45,cores,20.41
2025-03-04 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.51,cores,12.55
2025-03-04 22:00:00,mac-waste-scenario,Project Vega,cpu,12,2.08,cores,17.35
2025-03-04 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.21,cores,18.4
2025-03-05 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.84
2025-03-05 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.53
2025-03-05 02:00:00,mac-waste-scenario,Project Vega,cpu,12,2.11,cores,17.56
2025-03-05 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.66
2025-03-05 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.83
2025-03-05 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.22
2025-03-05 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.62
2025-03-05 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.65,cores,13.74
2025-03-05 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.71
2025-03-05 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.3
2025-03-05 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.91,cores,15.93
2025-03-05 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.45,cores,12.1
2025-03-05 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.29,cores,19.05
2025-03-05 13:00:00,mac-waste-scenario,Project Vega,cpu,12,2.08,cores,17.37
2025-03-05 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.49
2025-03-05 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.27
2025-03-05 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.78,cores,14.82
2025-03-05 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.12
2025-03-05 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.84
2025-03-05 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.56
2025-03-05 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.52
2025-03-05 21:00:00,mac-waste-scenario,Project Vega,cpu,12,2.52,cores,20.98
2025-03-05 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.35,cores,11.21
2025-03-05 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.04,cores,17.04
2025-03-06 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.76
2025-03-06 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.77
2025-03-06 02:00:00,mac-waste-scenario,Project Vega,cpu,12,2.14,cores,17.81
2025-03-06 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.51,cores,12.57
2025-03-06 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.33
2025-03-06 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,18.0
2025-03-06 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.6
2025-03-06 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.7,cores,14.14
2025-03-06 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.83,cores,15.24
2025-03-06 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.09
2025-03-06 10:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.18
2025-03-06 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.14
2025-03-06 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.02,cores,16.79
2025-03-06 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.49,cores,12.43
2025-03-06 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.97,cores,16.38
2025-03-06 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.78
2025-03-06 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.16,cores,9.69
2025-03-06 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,14.99
2025-03-06 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.54,cores,12.81
2025-03-06 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.09
2025-03-06 20:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.16
2025-03-06 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.7
2025-03-06 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.54,cores,12.82
2025-03-06 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,17.96
2025-03-07 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.83,cores,15.24
2025-03-07 01:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.17
2025-03-07 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.88,cores,15.67
2025-03-07 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.58,cores,13.19
2025-03-07 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.78,cores,14.86
2025-03-07 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.1,cores,17.53
2025-03-07 06:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.94
2025-03-07 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,15.0
2025-03-07 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.1
2025-03-07 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.77
2025-03-07 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.66,cores,13.81
2025-03-07 11:00:00,mac-waste-scenario,Project Vega,cpu,12,2.28,cores,18.97
2025-03-07 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,15.01
2025-03-07 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.67
2025-03-07 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,14.02
2025-03-07 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.49
2025-03-07 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.32
2025-03-07 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.72
2025-03-07 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.63
2025-03-07 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.05
2025-03-07 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.56
2025-03-07 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.48,cores,12.32
2025-03-07 22:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.64
2025-03-07 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,14.01
2025-03-08 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.77
2025-03-08 01:00:00,mac-waste-scenario,Project Vega,cpu,12,2.1,cores,17.51
2025-03-08 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.34
2025-03-08 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.04
2025-03-08 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.33,cores,19.38
2025-03-08 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.37
2025-03-08 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.27
2025-03-08 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.51
2025-03-08 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.84
2025-03-08 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.24
2025-03-08 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.15
2025-03-08 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.66
2025-03-08 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.31,cores,10.96
2025-03-08 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.65
2025-03-08 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.42
2025-03-08 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.1
2025-03-08 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.62
2025-03-08 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.27
2025-03-08 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.92
2025-03-08 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.83,cores,15.21
2025-03-08 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.67
2025-03-08 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.3
2025-03-08 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.5
2025-03-08 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.74,cores,14.54
2025-03-09 00:00:00,mac-waste-scenario,Project Vega,cpu,12,2.12,cores,17.68
2025-03-09 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.58
2025-03-09 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.67,cores,13.95
2025-03-09 03:00:00,mac-waste-scenario,Project Vega,cpu,12,2.06,cores,17.21
2025-03-09 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.21
2025-03-09 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.39
2025-03-09 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.45
2025-03-09 07:00:00,mac-waste-scenario,Project Vega,cpu,12,2.06,cores,17.16
2025-03-09 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.26,cores,10.47
2025-03-09 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.6,cores,13.3
2025-03-09 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.55,cores,12.93
2025-03-09 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.53,cores,12.77
2025-03-09 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.24
2025-03-09 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.28
2025-03-09 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.62
